X,ln
1.0E-4,-6.306242583827117
0.10010000000000001,-2.301042614012433
0.2001,-1.6088270664588755
0.30010000000000003,-1.2036032741325648
0.4001,-0.9160276747450361
0.5001,-0.6929433722715505
0.6001,-0.5106567572186053
0.7001,-0.35653128697483844
0.8000999999999999,-0.22301817131371407
0.9000999999999999,-0.10524939517204349
1.0001,9.999500033332233E-5
1.1001,0.09540107153441671
1.2001000000000002,0.18240483821898107
1.3001000000000003,0.26244105778067456
1.4001000000000003,0.3365432848833389
1.5001000000000004,0.40553242332718675
1.6001000000000005,0.47006729479115783
1.7001000000000006,0.5306856140100692
1.8001000000000007,0.5878440947672466
1.9001000000000008,0.6419044377081993
2.0001000000000007,0.6931996792912754
2.1001000000000007,0.7419874651366865
2.200100000000001,0.7885053006748066
2.300100000000001,0.8329551285786444
2.400100000000001,0.8755128548045263
2.500100000000001,0.9163333089377987
2.600100000000001,0.9555522792299157
2.7001000000000013,0.9932915226170926
2.8001000000000014,1.029657253652521
2.9001000000000015,1.0647484228508959
3.0001000000000015,1.0986487711821742
3.1001000000000016,1.1314376451833756
3.2001000000000017,1.1631857248884763
3.300100000000002,1.193953934880812
3.400100000000002,1.2238058868527188
3.500100000000002,1.2527927151849703
3.600100000000002,1.280965994055972
3.700100000000002,1.3083604719888848
3.8001000000000023,1.3350278123169135
3.9001000000000023,1.361006925067209
4.000100000000002,1.3863243607699727
4.100100000000002,1.4110163616964695
4.200100000000002,1.4351133369969509
4.300100000000001,1.4586433061343658
4.400100000000001,1.4816322547408562
4.500100000000001,1.5041045572161222
4.6001,1.5260830706610962
4.7001,1.5475888803302702
4.8001,1.5686417027168584
4.900099999999999,1.5892604763025666
5.000099999999999,1.609462990002618
5.1000999999999985,1.6292653454749721
5.200099999999998,1.648682729670329
5.300099999999998,1.6677303886253676
5.4000999999999975,1.6864226849751944
5.500099999999997,1.7047717531633353
5.600099999999997,1.7227890778291215
5.700099999999996,1.7404890396797608
5.800099999999996,1.757880861923161
5.900099999999996,1.774973646971847
6.000099999999995,1.7917817849642095
6.100099999999995,1.8083094759984586
6.200099999999995,1.8245711964598754
6.300099999999994,1.840569581236393
6.400099999999994,1.856319779842677
6.5000999999999935,1.8718234816042145
6.600099999999993,1.8870884654129296
6.700099999999993,1.9021261396574674
6.8000999999999925,1.9169408632183902
6.900099999999992,1.9315421709329552
7.000099999999992,1.9459281117553333
7.100099999999991,1.9601155092874907
7.200099999999991,1.9741017836857984
7.300099999999991,1.9878947752661396
